Build ./bin/ssvnode
Build ./config/config.yaml
Build 
Command --config=./config/config.yaml --share-config=./config/share1.yaml
Running node on address: 84.110.33.146)
2022-09-08T14:44:25.004248Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "eae538ba5ea36ffa3b10ff788cc0953c419b608381404a53eb6d1c3b9e6d4ee9", "name": "dnsarz", "index": 124}
2022-09-08T14:44:25.004260Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "0db9e0fb3c8843f99c4bbab4b5010d468ee380c736c2069170966cca8ccc1392", "name": "ramdani87", "index": 125}
2022-09-08T14:44:25.004271Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "c9bbfeef09229c0b5af1af5241a06fb66c14918ac53426df82526615b5a0c15b", "name": "ghotoman", "index": 126}
2022-09-08T14:44:25.004286Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "b30f37cfbbad0b3e1ea9ec3d9dc17c8691a5335b436ae1c571915d4e8bc09ff4", "name": "Hellman", "index": 127}
2022-09-08T14:44:25.004297Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "b03ef88f0b6de841e4a93a8c8352942a61ae5fd35a8fe7f21450bddeaa72ecfe", "name": "alfonova", "index": 128}
2022-09-08T14:44:25.004308Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "41a242c40902d6009ad19a8aad87eaafc185d3eb559b9a4c1f58f470d73fde1f", "name": "kanceuh", "index": 129}
2022-09-08T14:44:25.004319Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "c43796b29bc260c77f93692edd403d353f596fbfd59fda91ebd98359bb3fef0f", "name": "InactiveOperator2", "index": 13}
2022-09-08T14:44:25.004330Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "41a242c40902d6009ad19a8aad87eaafc185d3eb559b9a4c1f58f470d73fde1f", "name": "kanceuh", "index": 130}
2022-09-08T14:44:25.004362Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "fc3a84ad48768f33228e740ba780b60acb2d7ccc0684791cedbb94127366d913", "name": "ChainOps", "index": 131}
2022-09-08T14:44:25.004373Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "8e68a45b41485ff441c16e46f8d5eb00f6f103783508045b75b6e88419a10c48", "name": "Archimed", "index": 132}
