Build ./bin/ssvnode
Build ./config/config.yaml
Build 
Command --config=./config/config.yaml --share-config=./config/share4.yaml
Running node on address: 84.110.33.146)
2022-09-08T15:38:01.243614Z	[35mDEBUG[0m	goeth/goETH.go:407	unsupported contract event was received, skipping	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "eth1GoETH", "address": "0xb9e155e65B5c4D66df28Da8E9a0957f06F11Bc04", "eventName": "FundsDeposit", "block": 7554032, "txHash": "0xe437f52d3f324a223f44086f7e1b3e892002ea625cbc8b9a10e8c4687cc6e890"}
2022-09-08T15:38:01.243686Z	[35mDEBUG[0m	goeth/goETH.go:342	event logs were received and parsed successfully	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "eth1GoETH", "address": "0xb9e155e65B5c4D66df28Da8E9a0957f06F11Bc04", "fromBlock": 7553809, "results": 38, "successCount": 38}
2022-09-08T15:38:01.243706Z	[35mDEBUG[0m	goeth/goETH.go:295	finished syncing registry contract	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "eth1GoETH", "address": "0xb9e155e65B5c4D66df28Da8E9a0957f06F11Bc04", "total events": 38, "total success": 38}
2022-09-08T15:38:01.247734Z	[34mINFO[0m	eth1/sync.go:100	upgrading sync offset	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "syncOffset": 7554032}
2022-09-08T15:38:01.247792Z	[34mINFO[0m	operator/node.go:163	manage to sync contract events	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode"}
2022-09-08T15:38:01.522350Z	[34mINFO[0m	operator/node.go:172	ETH1 sync history stats	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "validators count": 1682, "operators count": 500}
2022-09-08T15:38:01.522407Z	[35mDEBUG[0m	goeth/goETH.go:180	streaming smart contract events	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "eth1GoETH", "address": "0xb9e155e65B5c4D66df28Da8E9a0957f06F11Bc04"}
2022-09-08T15:38:01.811076Z	[35mDEBUG[0m	goeth/goETH.go:211	subscribed to results of the streaming filter query	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "eth1GoETH", "address": "0xb9e155e65B5c4D66df28Da8E9a0957f06F11Bc04"}
2022-09-08T15:38:01.811138Z	[34mINFO[0m	p2p/p2p.go:128	starting p2p network service	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "who": "p2pNetwork", "selfPeer": "16Uiu2HAmKHfpJLorTmNKSvb9C8HQ3JwFdGGYoj9kdMgzky9uXo53"}
2022-09-08T15:38:01.811377Z	[34mINFO[0m	operator/node.go:126	All required services are ready. OPERATOR SUCCESSFULLY CONFIGURED AND NOW RUNNING!	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode"}
